epoch,reward,average_100_reward
0.0,71.571724,71.571724
1.0,55.633926,63.602825
2.0,84.67265,70.62611
3.0,108.52052,80.09971
4.0,55.176815,75.11513
5.0,61.88399,72.90994
6.0,80.266815,73.96092
7.0,65.375244,72.88771
8.0,59.088326,71.35445
9.0,76.43999,71.863
10.0,56.700924,70.48463
11.0,71.75375,70.59039
12.0,56.648163,69.517914
13.0,60.777557,68.8936
14.0,66.10598,68.707756
15.0,56.655952,67.95452
16.0,36.664948,66.11396
17.0,60.59412,65.807304
18.0,90.11992,67.086914
19.0,70.463394,67.25574
20.0,53.540775,66.602646
21.0,61.013268,66.34858
22.0,67.51546,66.399315
23.0,62.12639,66.221275
24.0,64.96802,66.17114
25.0,77.63516,66.61207
26.0,50.511543,66.015755
27.0,51.346382,65.491844
28.0,62.464417,65.38745
29.0,69.12947,65.512184
30.0,57.29081,65.24698
31.0,53.87282,64.89154
32.0,58.164795,64.6877
33.0,46.509857,64.15305
34.0,59.818913,64.02922
35.0,77.834816,64.41271
36.0,60.0277,64.2942
37.0,90.41053,64.98147
38.0,87.14305,65.54971
39.0,58.959053,65.38495
40.0,76.529495,65.65677
41.0,89.619484,66.22731
42.0,62.892532,66.14976
43.0,64.689644,66.11657
44.0,55.831894,65.88802
45.0,57.236683,65.69995
46.0,60.144894,65.58176
47.0,49.333702,65.243256
48.0,76.16335,65.46612
49.0,66.044846,65.47769
50.0,72.72432,65.61978
51.0,60.8838,65.5287
52.0,55.248646,65.33474
53.0,63.656136,65.30366
54.0,49.09018,65.008865
55.0,82.98096,65.329796
56.0,61.42654,65.261314
57.0,67.3676,65.29763
58.0,82.966835,65.59711
59.0,62.737892,65.54945
60.0,89.74928,65.946175
61.0,82.81502,66.218254
62.0,82.69172,66.47974
63.0,59.488087,66.37049
64.0,52.610344,66.1588
65.0,65.52964,66.14926
66.0,97.90329,66.62321
67.0,73.87587,66.72986
68.0,54.387943,66.550995
69.0,87.55081,66.85099
70.0,53.771564,66.66677
71.0,67.94015,66.68446
72.0,81.68476,66.889946
73.0,48.422997,66.64039
74.0,70.52868,66.69223
75.0,80.858284,66.87863
76.0,103.62191,67.35581
77.0,61.903355,67.28591
78.0,57.646442,67.163895
79.0,61.68206,67.09537
80.0,72.58919,67.16319
81.0,85.30861,67.38448
82.0,62.384327,67.324234
83.0,72.690254,67.388115
84.0,92.13084,67.67921
85.0,58.955856,67.577774
86.0,55.886204,67.44339
87.0,51.11527,67.25784
88.0,58.02417,67.15409
89.0,70.39108,67.19006
90.0,88.50097,67.42425
91.0,66.5907,67.415184
92.0,63.44615,67.372505
93.0,57.66375,67.269226
94.0,56.925205,67.16034
95.0,56.57093,67.05003
96.0,88.60213,67.27222
97.0,59.76772,67.19564
98.0,56.26955,67.08528
99.0,64.49653,67.05939
100.0,96.241714,67.30609
101.0,67.045845,67.42021
102.0,54.936367,67.12285
103.0,45.33571,66.491
104.0,66.53695,66.6046
105.0,64.4698,66.630455
106.0,60.078846,66.42858
107.0,50.73946,66.28222
108.0,65.653496,66.34787
109.0,55.105457,66.13453
110.0,51.39311,66.08145
111.0,41.878723,65.7827
112.0,65.58456,65.87206
113.0,66.714874,65.931435
114.0,60.71198,65.877495
115.0,47.05678,65.7815
116.0,65.718,66.07204
117.0,68.426994,66.15036
118.0,59.644695,65.84561
119.0,48.120613,65.622185
120.0,65.8545,65.74532
121.0,62.796795,65.76315
122.0,59.513863,65.683136
123.0,47.368732,65.53556
124.0,68.3884,65.56976
125.0,64.45363,65.43795
126.0,55.620308,65.48904
127.0,45.530876,65.430885
128.0,65.83134,65.464554
129.0,69.409164,65.46735
130.0,60.492508,65.49937
131.0,46.34007,65.42404
132.0,68.342186,65.52581
133.0,65.02254,65.71094
134.0,61.51321,65.72788
135.0,52.042667,65.46996
136.0,66.08792,65.53056
137.0,66.1134,65.28759
138.0,60.71455,65.02331
139.0,52.041706,64.95413
140.0,65.77376,64.84657
141.0,66.339584,64.61378
142.0,61.452667,64.59938
143.0,52.04086,64.47289
144.0,65.85561,64.57313
145.0,64.481964,64.645584
146.0,64.27802,64.68691
147.0,51.9086,64.71266
148.0,65.861946,64.60965
149.0,68.18753,64.63107
150.0,64.10819,64.544914
151.0,51.864,64.45471
152.0,67.9084,64.581314
153.0,66.36767,64.60843
154.0,64.50257,64.76255
155.0,51.811317,64.45085
156.0,66.22503,64.49884
157.0,66.04666,64.485634
158.0,65.15791,64.30754
159.0,51.90931,64.19926
160.0,67.96824,63.981445
161.0,64.08617,63.794155
162.0,63.383987,63.601078
163.0,47.57997,63.482
164.0,67.90864,63.63498
165.0,68.338875,63.663074
166.0,61.706997,63.30111
167.0,47.669674,63.039047
168.0,67.96824,63.17485
169.0,66.51199,62.964462
170.0,65.63383,63.083084
171.0,45.64556,62.86014
172.0,68.064224,62.723934
173.0,66.152855,62.901234
174.0,61.942703,62.815372
175.0,44.645775,62.453247
176.0,68.30803,62.10011
177.0,66.74029,62.14848
178.0,60.551907,62.177532
179.0,52.760643,62.088318
180.0,67.45827,62.03701
181.0,67.27938,61.856716
182.0,55.58728,61.788746
183.0,50.590004,61.567745
184.0,64.54563,61.291893
185.0,65.67635,61.359097
186.0,54.488853,61.345123
187.0,45.01682,61.28414
188.0,64.36741,61.347572
189.0,64.16716,61.28533
190.0,54.520317,60.945526
191.0,49.74758,60.777096
192.0,64.131905,60.783955
193.0,66.30284,60.870342
194.0,54.240654,60.8435
195.0,49.937214,60.77716
196.0,64.16575,60.5328
197.0,66.71209,60.60224
198.0,55.42007,60.593746
199.0,48.719147,60.435974
200.0,60.9268,60.082825
201.0,67.21132,60.084476
202.0,71.017914,60.245293
203.0,63.001705,60.421955
204.0,85.04765,60.60706
205.0,54.77106,60.510075
206.0,75.55551,60.66484
207.0,66.34821,60.820927
208.0,77.479065,60.939182
209.0,54.202927,60.930157
210.0,72.78292,61.144054
211.0,62.388783,61.349155
212.0,76.46597,61.45797
213.0,65.78002,61.448624
214.0,73.64437,61.577946
215.0,60.326046,61.71064
216.0,79.4274,61.847733
217.0,65.866356,61.822124
218.0,77.16935,61.99737
219.0,55.82216,62.074387
220.0,66.899796,62.084843
221.0,60.205368,62.058926
222.0,79.38461,62.257633
223.0,66.10933,62.44504
224.0,78.00328,62.541187
225.0,59.395958,62.490612
226.0,77.023,62.70464
227.0,57.220562,62.821537
228.0,78.66116,62.949833
229.0,59.950222,62.855244
230.0,74.15463,62.991867
231.0,55.579712,63.084263
232.0,78.51665,63.18601
233.0,65.44471,63.190228
234.0,78.77043,63.3628
235.0,64.2564,63.48494
236.0,78.79281,63.611988
237.0,63.85783,63.58943
238.0,78.693504,63.769222
239.0,58.706333,63.83587
240.0,78.15041,63.959633
241.0,52.185047,63.81809
242.0,78.023476,63.983795
243.0,64.64786,64.10986
244.0,78.18424,64.233154
245.0,56.526974,64.1536
246.0,78.28248,64.29365
247.0,61.11919,64.38575
248.0,78.49725,64.51211
249.0,55.720097,64.387436
250.0,75.891754,64.505264
251.0,58.802612,64.57465
252.0,78.29422,64.67851
253.0,59.144463,64.60628
254.0,78.02066,64.74146
255.0,56.250664,64.78586
256.0,77.86949,64.9023
257.0,54.976814,64.7916
258.0,74.47211,64.88474
259.0,52.802937,64.89368
260.0,76.70549,64.98105
261.0,57.333286,64.91352
262.0,78.034904,65.06003
263.0,57.93428,65.163574
264.0,77.558754,65.26008
265.0,57.345806,65.15015
266.0,78.11522,65.314224
267.0,53.61201,65.37365
268.0,76.92669,65.463234
269.0,60.034157,65.39846
270.0,76.38094,65.50593
271.0,61.401466,65.66349
272.0,76.3639,65.74648
273.0,62.99032,65.71486
274.0,77.01462,65.86558
275.0,61.89364,66.038055
276.0,76.34019,66.11838
277.0,64.426254,66.09524
278.0,75.94543,66.249176
279.0,53.51975,66.25677
280.0,76.39439,66.34612
281.0,62.996494,66.3033
282.0,79.11511,66.538574
283.0,56.19373,66.59461
284.0,77.00531,66.71921
285.0,59.62323,66.658676
286.0,78.06519,66.89444
287.0,64.02956,67.08457
288.0,77.89385,67.21983
289.0,64.006905,67.21823
290.0,77.44069,67.44743
291.0,63.006786,67.580025
292.0,77.64742,67.71518
293.0,63.330997,67.68546
294.0,78.40067,67.92706
295.0,62.919506,68.056885
296.0,76.24239,68.17765
297.0,56.12305,68.07176
298.0,78.137505,68.298935
299.0,61.10404,68.42278
300.0,67.828705,68.491806
301.0,61.042423,68.430115
302.0,71.600426,68.43594
303.0,62.07445,68.42667
304.0,74.77367,68.32393
305.0,62.588623,68.4021
306.0,77.472374,68.42127
307.0,65.30566,68.41084
308.0,64.78212,68.283875
309.0,51.373875,68.255585
310.0,77.404,68.301796
311.0,62.504185,68.30295
312.0,67.12088,68.2095
313.0,63.369785,68.185394
314.0,77.278015,68.22173
315.0,67.046104,68.28893
316.0,62.349827,68.11816
317.0,51.533768,67.97483
318.0,70.60014,67.90914
319.0,65.323074,68.00415
320.0,71.222145,68.04737
321.0,64.10531,68.08637
322.0,73.280235,68.02533
323.0,66.09397,68.02518
324.0,77.1528,68.01667
325.0,67.59147,68.098625
326.0,70.98344,68.03823
327.0,64.84026,68.114426
328.0,67.74379,68.00526
329.0,59.163815,67.99739
330.0,64.896484,67.90481
331.0,56.58517,67.91486
332.0,77.21789,67.90188
333.0,62.595947,67.87339
334.0,65.94242,67.74511
335.0,63.476353,67.737305
336.0,67.12088,67.62059
337.0,56.778374,67.5498
338.0,76.45837,67.52744
339.0,57.84582,67.51884
340.0,73.43706,67.4717
341.0,59.932137,67.54917
342.0,67.12088,67.44015
343.0,62.504185,67.41871
344.0,67.12088,67.308075
345.0,61.971092,67.36252
346.0,77.88942,67.35859
347.0,57.324715,67.32064
348.0,75.84268,67.2941
349.0,55.05943,67.28749
350.0,67.15334,67.2001
351.0,61.41684,67.22625
352.0,67.15334,67.11484
353.0,61.569805,67.13909
354.0,75.8381,67.11727
355.0,61.264675,67.16741
356.0,67.78252,67.066536
357.0,58.46606,67.10143
358.0,67.183624,67.02855
359.0,65.16448,67.15216
360.0,77.13622,67.15647
361.0,63.000923,67.21314
362.0,67.183624,67.10463
363.0,61.204716,67.13734
364.0,67.183624,67.033585
365.0,64.65188,67.10664
366.0,71.66598,67.04215
367.0,65.16522,67.157684
368.0,67.57779,67.0642
369.0,64.38928,67.10775
370.0,72.24583,67.0664
371.0,65.04223,67.102806
372.0,70.88838,67.04805
373.0,64.513756,67.063286
374.0,68.130486,66.97444
375.0,62.455082,66.98006
376.0,72.39549,66.94061
377.0,63.828922,66.93464
378.0,72.792145,66.90311
379.0,63.84404,67.00635
380.0,73.258316,66.97498
381.0,64.454185,66.98956
382.0,75.70199,66.95543
383.0,64.79374,67.041435
384.0,71.445786,66.98584
385.0,64.437645,67.03398
386.0,70.74377,66.96077
387.0,65.121635,66.97169
388.0,74.93602,66.94211
389.0,64.26136,66.94466
390.0,74.31612,66.91341
391.0,60.419262,66.887535
392.0,75.299614,66.86405
393.0,64.265686,66.873405
394.0,76.36415,66.853035
395.0,58.12018,66.805046
396.0,71.66743,66.75929
397.0,56.12064,66.75927
398.0,76.054794,66.73844
399.0,60.94917,66.73689
400.0,66.89275,66.72753
401.0,73.460464,66.851715
402.0,74.2009,66.877716
403.0,55.47419,66.811714
404.0,69.94613,66.76344
405.0,70.18991,66.839455
406.0,63.04366,66.69517
407.0,64.56779,66.68779
408.0,74.134224,66.78131
409.0,84.0439,67.10801
410.0,61.13182,66.94529
411.0,70.11714,67.021416
412.0,71.691376,67.06712
413.0,64.99197,67.08334
414.0,64.103035,66.95159
415.0,75.98151,67.04095
416.0,71.55727,67.133026
417.0,61.86819,67.23637
418.0,71.4898,67.24526
419.0,75.931206,67.35135
420.0,63.49812,67.2741
421.0,63.504765,67.2681
422.0,72.896164,67.26426
423.0,66.10355,67.26436
424.0,55.34647,67.046295
425.0,67.047165,67.04085
426.0,78.132385,67.112335
427.0,65.40594,67.118
428.0,64.21448,67.0827
429.0,75.50688,67.24613
430.0,67.46823,67.27185
431.0,62.259624,67.32859
432.0,58.18264,67.138245
433.0,66.00904,67.17237
434.0,65.788956,67.17084
435.0,66.17582,67.19783
436.0,78.20323,67.308655
437.0,80.85508,67.54942
438.0,65.90446,67.443886
439.0,66.091446,67.52634
440.0,77.48206,67.56679
441.0,55.76219,67.52509
442.0,61.65511,67.470436
443.0,78.83123,67.633705
444.0,84.312325,67.80562
445.0,64.99846,67.83589
446.0,60.867764,67.66567
447.0,60.259243,67.69502
448.0,52.739094,67.46398
449.0,70.85164,67.62191
450.0,69.90794,67.64945
451.0,69.5215,67.7305
452.0,66.68318,67.7258
453.0,66.6208,67.776306
454.0,62.714916,67.64507
455.0,65.75477,67.68998
456.0,64.44791,67.65663
457.0,78.65264,67.8585
458.0,79.72194,67.98388
459.0,71.532646,68.04756
460.0,68.42349,67.960434
461.0,63.06781,67.961105
462.0,66.0025,67.949295
463.0,67.15967,68.00884
464.0,79.36033,68.13061
465.0,75.09027,68.23499
466.0,60.16184,68.11995
467.0,66.295044,68.13125
468.0,60.080887,68.05628
469.0,64.023476,68.05262
470.0,68.03991,68.01056
471.0,79.76616,68.1578
472.0,77.12561,68.22018
473.0,62.966564,68.204704
474.0,67.048386,68.19388
475.0,65.046425,68.219795
476.0,66.5114,68.16096
477.0,68.21688,68.204834
478.0,80.56028,68.28252
479.0,72.967,68.37374
480.0,58.984188,68.231
481.0,65.98069,68.24627
482.0,60.7005,68.09625
483.0,63.356064,68.08188
484.0,68.3699,68.05112
485.0,79.578354,68.20252
486.0,73.94355,68.23452
487.0,62.04037,68.20371
488.0,65.2743,68.10709
489.0,57.755047,68.04203
490.0,59.360603,67.89247
491.0,67.774284,67.96603
492.0,75.135994,67.964386
493.0,69.79426,68.01968
494.0,60.999866,67.86603
495.0,65.496605,67.9398
496.0,60.546818,67.82859
497.0,61.274185,67.88013
498.0,69.827515,67.817856
499.0,73.90389,67.9474
500.0,66.47479,67.94322
501.0,57.932186,67.78793
502.0,56.640392,67.612335
503.0,57.102497,67.62862
504.0,56.710094,67.496254
505.0,60.057587,67.39493
506.0,59.507095,67.359566
507.0,63.533726,67.34923
508.0,63.36104,67.24149
509.0,63.425774,67.03531
510.0,60.367138,67.027664
511.0,55.30839,66.87958
512.0,57.64695,66.739136
513.0,57.96112,66.66882
514.0,60.10445,66.62884
515.0,61.688015,66.4859
516.0,64.688805,66.41722
517.0,63.673004,66.435265
518.0,62.914963,66.34952
519.0,61.766674,66.20787
520.0,60.83092,66.181206
521.0,61.65218,66.162674
522.0,62.473057,66.05845
523.0,62.966976,66.02708
524.0,66.17789,66.13539
525.0,68.453354,66.14945
526.0,71.221886,66.08035
527.0,71.49508,66.14124
528.0,70.78666,66.20696
529.0,70.54532,66.15735
530.0,66.445404,66.14712
531.0,64.49188,66.16944
532.0,64.50947,66.23271
533.0,63.849148,66.21111
534.0,63.815727,66.19138
535.0,66.09966,66.19062
536.0,65.725266,66.06584
537.0,64.85798,65.90587
538.0,65.133064,65.898155
539.0,62.828026,65.86552
540.0,54.835636,65.63905
541.0,58.63798,65.667816
542.0,61.792126,65.66918
543.0,63.531868,65.51619
544.0,66.45321,65.3376
545.0,67.072975,65.358345
546.0,64.83706,65.39803
547.0,69.47663,65.49021
548.0,69.571144,65.65853
549.0,71.03599,65.66038
550.0,71.0701,65.672
551.0,70.25041,65.67928
552.0,67.06965,65.68315
553.0,65.23925,65.669334
554.0,65.37198,65.69591
555.0,67.18711,65.71023
556.0,67.548805,65.741234
557.0,69.43395,65.64905
558.0,70.46269,65.55646
559.0,69.66001,65.537735
560.0,65.64442,65.50994
561.0,68.28715,65.56213
562.0,71.33526,65.61546
563.0,71.382164,65.657684
564.0,71.94156,65.583496
565.0,71.8723,65.551315
566.0,72.33374,65.673035
567.0,71.62286,65.72632
568.0,72.23565,65.84786
569.0,73.3316,65.94095
570.0,72.67613,65.987305
571.0,72.54015,65.91505
572.0,73.233055,65.87612
573.0,73.08619,65.97732
574.0,70.964066,66.01647
575.0,70.47524,66.07076
576.0,70.468185,66.11033
577.0,70.468185,66.13284
578.0,70.910385,66.03635
579.0,70.9066,66.01574
580.0,70.32513,66.12915
581.0,69.52921,66.164635
582.0,68.478485,66.24242
583.0,70.08049,66.30966
584.0,69.605316,66.322014
585.0,70.496216,66.23119
586.0,70.956116,66.20132
587.0,70.56652,66.28658
588.0,71.23812,66.346214
589.0,73.09256,66.499596
590.0,73.74888,66.64348
591.0,74.286415,66.708595
592.0,73.17324,66.68897
593.0,74.38862,66.73492
594.0,73.90104,66.86392
595.0,75.2102,66.96106
596.0,71.943634,67.07503
597.0,70.48192,67.16711
598.0,73.07918,67.19962
599.0,72.92712,67.18986
600.0,92.11766,67.44628
601.0,64.50474,67.51201
602.0,65.49246,67.60053
603.0,76.41413,67.79365
604.0,85.97401,68.08629
605.0,65.37014,68.13941
606.0,98.48751,68.52921
607.0,60.89969,68.50288
608.0,73.62714,68.60554
609.0,72.297424,68.69425
610.0,56.962116,68.6602
611.0,66.43483,68.77147
612.0,65.26538,68.84765
613.0,63.787174,68.905914
614.0,56.738743,68.87225
615.0,60.51356,68.86051
616.0,67.10319,68.88465
617.0,68.22649,68.93019
618.0,67.82448,68.97929
619.0,61.67157,68.97833
620.0,59.940292,68.96943
621.0,61.300144,68.965904
622.0,65.724,68.99841
623.0,66.05548,69.0293
624.0,65.75608,69.025085
625.0,65.6073,68.99662
626.0,66.916664,68.95357
627.0,67.7327,68.91595
628.0,66.40341,68.872116
629.0,58.074333,68.747406
630.0,60.62342,68.689186
631.0,65.55286,68.69979
632.0,65.83457,68.71304
633.0,65.89438,68.7335
634.0,61.047207,68.70581
635.0,56.789055,68.6127
636.0,65.63682,68.611824
637.0,65.87374,68.62198
638.0,65.13896,68.62204
639.0,64.41568,68.63792
640.0,63.442894,68.72398
641.0,65.176445,68.78937
642.0,65.41556,68.82561
643.0,59.348194,68.78377
644.0,55.631172,68.675545
645.0,58.245045,68.58727
646.0,65.16094,68.59051
647.0,65.93476,68.55509
648.0,57.81863,68.43756
649.0,56.205116,68.28925
650.0,56.42672,68.14282
651.0,65.628784,68.0966
652.0,66.42548,68.090164
653.0,65.272575,68.0905
654.0,65.253876,68.08932
655.0,65.03075,68.06775
656.0,63.961456,68.031876
657.0,66.49925,68.00253
658.0,65.733635,67.95524
659.0,67.11852,67.929825
660.0,65.63343,67.92972
661.0,64.38055,67.89065
662.0,64.76128,67.82491
663.0,64.52889,67.75638
664.0,67.18777,67.70884
665.0,66.6479,67.65659
666.0,67.4141,67.6074
667.0,67.158066,67.56275
668.0,65.21344,67.49253
669.0,64.174,67.400955
670.0,63.02454,67.304436
671.0,66.614235,67.24518
672.0,65.88863,67.17174
673.0,66.32123,67.10409
674.0,63.999878,67.03444
675.0,64.01136,66.9698
676.0,66.321815,66.92834
677.0,66.00175,66.883675
678.0,65.775826,66.83233
679.0,65.58733,66.77914
680.0,66.74198,66.74331
681.0,66.99319,66.71795
682.0,66.96714,66.702835
683.0,67.04871,66.672516
684.0,67.478065,66.651245
685.0,59.557587,66.541855
686.0,57.574753,66.40804
687.0,61.13297,66.313705
688.0,65.01514,66.25148
689.0,65.48679,66.17542
690.0,65.36161,66.091545
691.0,60.08479,65.94953
692.0,57.067234,65.78847
693.0,56.17138,65.6063
694.0,56.017593,65.42746
695.0,55.718292,65.232544
696.0,57.046345,65.08357
697.0,58.08924,64.95965
698.0,54.18706,64.77072
699.0,58.24077,64.62386
700.0,74.78573,64.45054
701.0,47.635506,64.281845
702.0,88.2269,64.50919
703.0,65.04277,64.39548
704.0,76.406555,64.299805
705.0,78.47045,64.43081
706.0,73.44721,64.180405
707.0,67.52425,64.24665
708.0,69.31131,64.20349
709.0,64.94066,64.12992
710.0,64.01597,64.20046
711.0,64.17471,64.177864
712.0,63.65821,64.16179
713.0,73.41862,64.2581
714.0,73.41862,64.424904
715.0,73.419075,64.553955
716.0,73.41862,64.61711
717.0,73.41862,64.66904
718.0,56.130608,64.55209
719.0,60.40093,64.53939
720.0,62.132183,64.56131
721.0,72.21929,64.6705
722.0,73.41862,64.747444
723.0,73.44741,64.821365
724.0,64.2154,64.805954
725.0,64.31931,64.793076
726.0,73.44721,64.85838
727.0,73.44721,64.91553
728.0,73.428604,64.98578
729.0,62.309383,65.02813
730.0,66.54591,65.08736
731.0,64.25099,65.07434
732.0,71.685425,65.13284
733.0,72.22972,65.1962
734.0,72.241455,65.30814
735.0,71.74159,65.457664
736.0,69.0855,65.49216
737.0,65.10095,65.48443
738.0,65.10095,65.48405
739.0,66.66838,65.50658
740.0,69.13531,65.5635
741.0,71.33897,65.62512
742.0,66.0982,65.63195
743.0,61.5432,65.6539
744.0,62.70618,65.72465
745.0,65.571144,65.79791
746.0,65.4844,65.80115
747.0,65.23173,65.79411
748.0,64.8752,65.86468
749.0,64.80701,65.9507
750.0,64.852516,66.03496
751.0,68.43166,66.06299
752.0,66.99612,66.068695
753.0,66.956795,66.08553
754.0,66.99291,66.10292
755.0,67.57909,66.12841
756.0,67.829865,66.16709
757.0,67.02242,66.172325
758.0,66.30064,66.17799
759.0,67.32593,66.18007
760.0,67.836876,66.2021
761.0,71.40046,66.2723
762.0,71.23694,66.33706
763.0,67.69517,66.36872
764.0,68.35123,66.380356
765.0,68.43725,66.39825
766.0,68.97927,66.4139
767.0,69.06833,66.43301
768.0,69.06762,66.47154
769.0,68.7711,66.51752
770.0,68.006065,66.56733
771.0,70.77936,66.60898
772.0,67.68232,66.62692
773.0,67.42913,66.638
774.0,66.04157,66.65842
775.0,66.53157,66.68362
776.0,65.53454,66.67574
777.0,70.27967,66.71852
778.0,70.24414,66.76321
779.0,70.148766,66.80882
780.0,70.15564,66.84296
781.0,69.67444,66.869774
782.0,68.93971,66.889496
783.0,68.68492,66.90586
784.0,69.081345,66.92189
785.0,70.14843,67.0278
786.0,69.846565,67.15052
787.0,65.381065,67.193
788.0,66.3166,67.20602
789.0,65.31896,67.20434
790.0,69.347,67.24419
791.0,67.80654,67.3214
792.0,66.719124,67.41792
793.0,68.124374,67.53745
794.0,66.72579,67.64454
795.0,65.30433,67.740395
796.0,67.449135,67.84442
797.0,70.06898,67.964226
798.0,67.843254,68.100784
799.0,71.034454,68.22872
800.0,66.61835,68.14705
801.0,65.66722,68.32736
802.0,64.78691,68.092964
803.0,67.118385,68.11372
804.0,66.300835,68.012665
805.0,68.96236,67.91758
806.0,66.719124,67.8503
807.0,66.534035,67.8404
808.0,67.10072,67.81829
809.0,69.0251,67.85914
810.0,66.85853,67.887566
811.0,67.00921,67.91591
812.0,66.86279,67.94795
813.0,67.1785,67.88555
814.0,68.58651,67.837234
815.0,73.69145,67.83996
816.0,69.19193,67.79769
817.0,66.69532,67.73045
818.0,66.86478,67.8378
819.0,65.36182,67.887405
820.0,65.15901,67.91768
821.0,67.273735,67.86822
822.0,73.990326,67.87394
823.0,75.02847,67.88975
824.0,67.272705,67.92032
825.0,66.83917,67.94552
826.0,66.952705,67.88058
827.0,66.2693,67.80879
828.0,66.695076,67.74146
829.0,66.875824,67.787125
830.0,66.9805,67.79147
831.0,65.50766,67.80404
832.0,62.451458,67.7117
833.0,62.571644,67.61512
834.0,68.60432,67.57874
835.0,70.50011,67.56633
836.0,68.240036,67.55788
837.0,66.4008,67.57088
838.0,66.84631,67.588326
839.0,67.273994,67.59438
840.0,67.79433,67.58097
841.0,68.329285,67.55088
842.0,69.39681,67.58386
843.0,69.99415,67.66837
844.0,65.24463,67.693756
845.0,64.05977,67.67864
846.0,63.43542,67.65816
847.0,62.891754,67.63475
848.0,64.641846,67.63242
849.0,67.60099,67.66036
850.0,68.14349,67.69327
851.0,68.504776,67.694
852.0,68.16116,67.70565
853.0,65.81134,67.6942
854.0,65.418945,67.67846
855.0,64.74051,67.65007
856.0,67.19039,67.64368
857.0,69.3023,67.66647
858.0,67.0183,67.67365
859.0,68.00818,67.68047
860.0,68.300186,67.685104
861.0,65.333275,67.624435
862.0,70.258575,67.614655
863.0,67.0786,67.60849
864.0,69.81002,67.62308
865.0,70.135414,67.64005
866.0,67.61017,67.626366
867.0,68.377846,67.61946
868.0,70.25515,67.63133
869.0,66.383415,67.60746
870.0,68.37775,67.611176
871.0,70.61055,67.60949
872.0,66.624725,67.598915
873.0,68.16472,67.60627
874.0,70.69037,67.652756
875.0,67.792244,67.66536
876.0,67.701195,67.68703
877.0,68.29328,67.66717
878.0,67.90431,67.64377
879.0,67.189606,67.614174
880.0,66.84978,67.581116
881.0,69.34885,67.57786
882.0,70.61878,67.59465
883.0,71.11261,67.61893
884.0,72.41237,67.65224
885.0,73.95217,67.69028
886.0,71.1798,67.703606
887.0,69.65892,67.74638
888.0,68.12213,67.76444
889.0,68.30628,67.79431
890.0,68.44744,67.78532
891.0,67.81036,67.785355
892.0,67.24629,67.79063
893.0,69.65122,67.8059
894.0,70.17348,67.84038
895.0,68.572205,67.873055
896.0,67.6225,67.87479
897.0,68.43945,67.85849
898.0,68.70409,67.8671
899.0,68.043365,67.83719
900.0,68.763084,67.858635
901.0,69.11024,67.89307
902.0,69.157455,67.936775
903.0,67.19924,67.937584
904.0,66.890274,67.943474
905.0,68.41847,67.938034
906.0,66.54567,67.9363
907.0,70.08022,67.97176
908.0,74.25699,68.04333
909.0,73.8168,68.09124
910.0,69.232376,68.11498
911.0,66.545456,68.110344
912.0,67.7025,68.118744
913.0,69.574524,68.1427
914.0,69.66368,68.15347
915.0,69.622444,68.112785
916.0,68.30446,68.103905
917.0,69.179665,68.12875
918.0,66.54591,68.125565
919.0,68.537346,68.15732
920.0,70.07168,68.20644
921.0,69.53979,68.2291
922.0,68.399216,68.173195
923.0,68.373314,68.10664
924.0,66.11035,68.09502
925.0,68.183846,68.10847
926.0,68.55893,68.12453
927.0,70.64248,68.16826
928.0,71.021645,68.211525
929.0,70.72358,68.25
930.0,66.56724,68.24587
931.0,68.72561,68.27805
932.0,68.34088,68.336945
933.0,68.63745,68.397606
934.0,68.39838,68.395546
935.0,68.344124,68.373985
936.0,68.35114,68.37509
937.0,69.32048,68.40429
938.0,69.63489,68.432175
939.0,70.682655,68.46626
940.0,69.61473,68.48447
941.0,70.677414,68.50795
942.0,69.06488,68.50463
943.0,69.36963,68.49838
944.0,68.93602,68.5353
945.0,68.68189,68.58152
946.0,68.97449,68.63691
947.0,68.68291,68.694824
948.0,68.378685,68.73219
949.0,68.681725,68.743
950.0,68.681435,68.748375
951.0,68.66088,68.74994
952.0,69.689255,68.76522
953.0,69.30588,68.80016
954.0,70.68823,68.85286
955.0,69.621895,68.90167
956.0,70.47123,68.93448
957.0,70.496666,68.94643
958.0,70.4962,68.9812
959.0,69.978294,69.0009
960.0,70.63327,69.02423
961.0,69.26937,69.06359
962.0,69.293434,69.05394
963.0,70.08237,69.083984
964.0,69.033264,69.07621
965.0,68.94096,69.06427
966.0,68.1542,69.06971
967.0,69.686745,69.0828
968.0,69.54295,69.075676
969.0,69.41129,69.10596
970.0,70.27817,69.12496
971.0,69.56344,69.11449
972.0,69.6959,69.1452
973.0,68.62178,69.14977
974.0,67.6202,69.11907
975.0,67.55547,69.1167
976.0,67.83483,69.118034
977.0,70.54769,69.14058
978.0,70.204956,69.16359
979.0,70.38148,69.1955
980.0,65.289955,69.17991
981.0,63.054283,69.11697
982.0,63.1444,69.04222
983.0,63.152134,68.962616
984.0,63.184597,68.87034
985.0,68.06718,68.811485
986.0,70.17024,68.80139
987.0,70.17221,68.806526
988.0,70.54769,68.83078
989.0,70.540245,68.85312
990.0,70.67711,68.87541
991.0,68.39775,68.88129
992.0,65.38112,68.86264
993.0,63.316364,68.799286
994.0,63.316364,68.73072
995.0,63.62591,68.68125
996.0,65.28648,68.6579
997.0,67.21554,68.64565
998.0,67.21507,68.63077
999.0,65.18883,68.60222
